title,genres
the wizard,"{'adventure', 'middle-grade', 'teen', 'classics', 'animals', 'art', 'comics', 'fantasy', 'literature', 'graphic-novels', 'fiction', 'childrens', 'young-adult', 'magic', 'manga', 'humor'}"
one out of ten,"{'science-fiction', 'short-stories', 'fiction', '20th-century', 'humor'}"
captain dieppe,"{'classics', '20th-century'}"
in the morning of time,{'speculative-fiction'}
the rainbow,"{'romance', 'literary-fiction', 'drama', 'erotica', 'classics', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'adult', 'school', 'unfinished', 'historical'}"
jedermann,"{'contemporary', 'literary-fiction', '21st-century', 'roman', 'classics', 'novella', 'death', 'psychology', 'novels', 'literature', 'fiction', 'adult-fiction', 'unfinished', 'non-fiction', 'drama', 'american'}"
following the equator complete,"{'adventure', 'history', 'biography', 'classics', 'travel', 'literature', 'fiction', 'politics', '20th-century', 'essays', 'memoir', 'science', 'non-fiction', 'american', 'historical', 'humor'}"
mr wickers window,"{'adventure', 'middle-grade', 'suspense', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'childrens', 'speculative-fiction', 'american', 'historical'}"
when i grow up,"{'picture-books', 'fiction', 'realistic-fiction', 'historical-fiction', 'childrens', 'school', 'read-for-school', 'poetry', 'humor'}"
this is klon calling,"{'short-stories', 'american', 'science-fiction'}"
cuore heart,"{'middle-grade', 'drama', 'roman', 'classics', 'novella', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'school', 'short-stories', 'unfinished', 'historical'}"
het verhaal van de honingbij,"{'classics', 'animals', 'non-fiction'}"
kuningas juhana,"{'romance', 'history', 'historical', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'war', 'politics', 'adult', 'school', 'drama', 'poetry', 'plays'}"
a dear little girl at school,"{'classics', 'short-stories', 'childrens', 'historical'}"
the manor house school,"{'mystery', 'classics', 'short-stories', 'fiction', 'childrens', 'school', 'historical'}"
shaman,"{'adventure', 'history', 'spirituality', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', 'adult-fiction', 'adult', 'speculative-fiction', 'unfinished', 'coming-of-age', 'historical'}"
childlife in japan,"{'classics', 'history', 'non-fiction'}"
how girls can help their country,"{'classics', 'reference', 'psychology', 'childrens', 'young-adult', 'school', 'non-fiction'}"
jennie gerhardt,"{'romance', 'literary-fiction', 'classics', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', 'love', 'adult-fiction', '20th-century', 'relationships', 'non-fiction', 'unfinished', 'american', 'historical'}"
the biography of a prairie girl,"{'biography', 'classics', 'historical-fiction', '20th-century', 'childrens', 'memoir', 'non-fiction'}"
the agrarian crusade,"{'history', 'economics'}"
saints and friendly beasts,"{'christian', 'writing', 'classics', 'reference', 'literature', 'unfinished', 'theology'}"
the stark munro letters,"{'biography', 'mystery', 'classics', 'fiction', 'short-stories', 'non-fiction', 'historical', 'lgbt'}"
five mice in a mousetrap,"{'animals', 'literature', 'short-stories', 'fiction', 'childrens'}"
latin america and the us,"{'american', 'history'}"
essays on censorship and art,"{'writing', 'classics', 'philosophy', 'fiction', 'essays', 'art'}"
the religion of ancient egypt,"{'education', 'history', 'classics', 'religion', 'reference', 'mythology', 'amazon', 'fiction', 'non-fiction', 'theology', 'spirituality', 'historical'}"
en viaje ,"{'travel', 'novels', 'literature', 'essays', 'non-fiction', 'humor'}"
all cats are gray,"{'adventure', 'picture-books', 'writing', 'classics', 'animals', 'science-fiction', 'fantasy', 'short-stories', 'fiction', '20th-century', 'school', 'speculative-fiction', 'american'}"
a boy i knew and four dogs,"{'historical-fiction', 'biography', 'non-fiction'}"
treasure valley,"{'contemporary', 'childrens', 'mystery'}"
across mongolian plains,"{'history', 'biography', 'classics', 'travel', 'fiction', 'science', 'non-fiction'}"
spawn of the comet,"{'short-stories', 'science-fiction', 'fiction'}"
a nest of spies,"{'thriller', 'mystery'}"
inn of tranquility and others,"{'classics', 'fiction', 'essays', 'philosophy'}"
sir william herschel,"{'science', 'biography'}"
baby,"{'contemporary', 'literary-fiction', 'romance', 'feminism', 'classics', 'novels', 'literature', 'fiction', 'adult-fiction', 'historical-fiction', '20th-century', 'realistic-fiction', 'adult', 'school', 'drama', 'american', 'historical', 'college'}"
in the orbit of saturn,"{'short-stories', '20th-century', 'science-fiction', 'fiction'}"
quality and other studies,"{'classics', 'fiction', 'essays', 'philosophy'}"
como e porque sou romancista,"{'literature', 'american', 'non-fiction'}"
a tangled tale,"{'classics', 'fantasy', 'fiction', 'short-stories', '20th-century', 'science', 'childrens', 'non-fiction', 'poetry'}"
the heads of apex,"{'short-stories', 'science-fiction'}"
the fabric of civilization,"{'history', 'feminism', 'non-fiction', 'reference', 'fiction', 'science', 'adult', 'economics', 'theology', 'historical', 'art'}"
the burning spear,"{'classics', 'novels', 'fiction', 'humor'}"
raiders invisible,"{'short-stories', '21st-century', 'science-fiction'}"
almost a man,"{'short-stories', 'feminism'}"
the world beyond,"{'romance', 'historical-romance', 'novels', 'fiction', 'historical-fiction', 'adult', 'non-fiction'}"
the silver box first series,"{'classics', 'fiction', 'plays', 'drama'}"
the einstein seesaw,"{'short-stories', 'science-fiction'}"
poisoned air,"{'short-stories', 'science-fiction'}"
joy first series plays,"{'romance', 'classics', 'literature', 'fiction', 'drama', 'plays'}"
brighter britain volume  of ,{'historical-fiction'}
dante en beatrice,"{'literature', 'poetry'}"
strife first series plays,"{'classics', 'fiction', 'plays', 'drama'}"
valley of wild horses,"{'romance', 'adventure', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'american', 'historical'}"
the cook,"{'cookbooks', 'classics', 'reference', 'fiction', 'non-fiction'}"
the mushroom edible and otherwise,{'science-fiction'}
the complete poetical works,"{'classics', 'cookbooks', 'short-stories', 'fiction', 'non-fiction', 'relationships', 'poetry', 'college'}"
les mystres du peuple tome iii,{'fiction'}
de strijd tusschen noord en zuid,"{'classics', 'science-fiction'}"
schwierigkeit der psychoanalyse,{'psychology'}
the golden age,"{'contemporary', 'literary-fiction', '21st-century', 'history', 'novels', 'literature', 'fiction', 'historical-fiction', 'adult-fiction', 'war', 'school', 'read-for-school', 'coming-of-age', 'historical'}"
the wild geese,"{'romance', 'literary-fiction', 'classics', 'novella', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'realistic-fiction', 'love', 'school', 'adult-fiction', 'historical'}"
einige charaktertypen,"{'classics', 'psychology', 'philosophy', 'essays', 'non-fiction'}"
el pintor de salzburgo,"{'classics', 'romance', 'novella'}"
queen elizabeth,"{'middle-grade', 'history', 'biography', 'classics', 'fiction', 'childrens', 'non-fiction', 'historical'}"
the terror from the depths,"{'adventure', 'horror', 'science-fiction', 'short-stories', 'fiction', '20th-century'}"
the fugitive third series plays,"{'literary-fiction', 'classics', 'science-fiction', 'fiction', 'dystopia', 'speculative-fiction', 'drama', 'plays'}"
a morgadinha dos cannaviaes,"{'classics', 'romance', 'literature', 'fiction'}"
the pigeon third series plays,"{'classics', 'fantasy', 'adult-fiction', 'fiction', 'drama', 'plays'}"
the gun,"{'adventure', 'dystopia', 'speculative-fiction', 'horror', 'mystery', 'fantasy', 'novels', 'fiction', 'childrens', 'adult', 'american', 'classics', 'paranormal', 'adult-fiction', 'young-adult', 'dark', 'urban-fantasy', 'science-fiction', 'thriller', 'magic', 'supernatural'}"
shipwreck in the sky,"{'short-stories', 'science-fiction', 'fantasy', 'sports'}"
the doorway,"{'horror', 'writing', 'novella', 'science-fiction', 'fantasy', 'sports', 'short-stories', 'fiction', 'american'}"
no pets allowed,"{'science-fiction', 'fantasy', 'short-stories', 'fiction', '20th-century'}"
the mob third series plays,"{'classics', 'fiction', 'plays', 'drama'}"
the mathematicians,"{'contemporary', 'literary-fiction', 'mystery', 'death', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', 'adult-fiction', 'science', 'realistic-fiction', 'adult', 'non-fiction', 'relationships', 'humor'}"
keep out,"{'romance', 'action', 'magic', 'graphic-novels', 'comedy', 'unfinished', 'manga', 'lgbt', 'humor'}"
a bit o love fourth series,"{'classics', 'fiction', 'plays', 'drama'}"
holbein,"{'history', 'biography', 'reference', 'fiction', 'art'}"
telepathy,"{'literary-fiction', 'mystery', 'novella', 'fantasy', 'novels', 'short-stories', 'fiction', 'graphic-novels'}"
poppys presents,"{'classics', 'fiction', 'christian', 'historical'}"
works of conrad,"{'adventure', 'biography', 'classics', 'novels', 'literature', 'fiction', 'memoir', 'theology'}"
coinages,"{'history', 'economics'}"
acid bath,"{'short-stories', 'fiction', 'horror', 'science-fiction'}"
the foundations,"{'history', 'philosophy', 'fiction', 'politics', 'non-fiction', 'economics', 'historical'}"
operation lorelie,"{'short-stories', 'war', 'science-fiction'}"
journal dune femme tome ,"{'politics', 'war', 'history', 'biography'}"
the flying mercury,"{'short-stories', 'fiction'}"
the skin game fourth series,"{'historical', 'classics', 'literature', 'fiction', 'comedy', 'drama', 'plays', 'humor'}"
the hoofer,"{'relationships', 'short-stories', 'science-fiction', 'fiction'}"
the white lie,"{'contemporary', 'crime', 'mystery', 'suspense', 'family', 'mystery-thriller', 'novels', 'amazon', 'fiction', 'historical-fiction', 'adult-fiction', 'thriller', 'adult'}"
lehti myrskyss,"{'short-stories', '20th-century', 'novella'}"
the pygmy planet,"{'adventure', 'classics', 'science-fiction', 'short-stories', 'fiction', 'science'}"
literary tours,"{'history', 'writing', 'travel', 'literature', 'fiction', 'short-stories', 'essays', 'non-fiction', 'historical'}"
patrice,"{'history', 'biography', 'reference', 'fiction', 'school', 'non-fiction', 'american'}"
first and last,"{'romance', 'contemporary', 'action', 'contemporary-romance', 'young-adult', 'new-adult'}"
foundling on venus,"{'short-stories', 'science-fiction', 'fantasy', 'fiction'}"
the little man six short plays,"{'classics', 'fiction', 'comedy', 'drama', 'plays', 'humor'}"
the great dome on mercury,"{'adventure', 'classics', 'science-fiction', 'short-stories', 'fiction', '20th-century'}"
le cheval sauvage,"{'classics', 'adventure', 'unfinished', 'animals'}"
dream town,"{'contemporary', 'fiction', 'romance', 'lgbt'}"
grrr,{'economics'}
its all yours,{'short-stories'}
mutineer,"{'short-stories', 'science-fiction'}"
a short history of spain,"{'history', 'travel', 'amazon', 'fiction', 'non-fiction', 'american', 'historical'}"
astounding stories july ,"{'short-stories', 'adventure', 'science-fiction', 'fantasy'}"
the siege of boston,"{'fiction', 'historical-fiction', 'war', 'history'}"
beauty and the beast and,"{'romance', 'classics', 'fantasy', 'fiction', 'childrens', 'school'}"
the hammer of thor,"{'short-stories', '20th-century', 'science-fiction', 'fantasy'}"
ruth fielding at briarwood hall,"{'education', 'mystery', 'classics', 'fiction', 'short-stories', 'childrens', 'young-adult', 'school', 'unfinished', 'coming-of-age', 'historical'}"
arm of the law,"{'crime', 'action', 'science-fiction', 'amazon', 'short-stories', 'fiction', '20th-century', 'speculative-fiction', 'humor'}"
grove of the unborn,"{'horror', 'science-fiction', 'fantasy', 'short-stories', 'fiction', '20th-century'}"
happy ending,"{'romance', 'contemporary', 'chick-lit', 'fiction', 'adult-fiction', 'contemporary-romance', 'adult'}"
salome en een florentijnsch,"{'literary-fiction', 'history', 'mythology', 'historical-fiction', 'historical', 'college', 'art', 'literature', 'fiction', '20th-century', 'adult', 'school', 'read-for-school', 'classics', 'religion', 'short-stories', 'plays', 'drama', 'poetry'}"
reel life films,"{'short-stories', 'science-fiction'}"
condition of organic nature,{'science'}
imprisonment ,"{'romance', 'contemporary', 'classics', 'bdsm', 'paranormal', 'fantasy', 'magic', 'supernatural', 'new-adult', 'dark', 'urban-fantasy'}"
the first violin,"{'romance', 'literary-fiction', 'classics', 'historical-romance', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'music', 'adult'}"
monday or tuesday,"{'literary-fiction', 'feminism', 'classics', 'modern', 'sports', 'literature', 'short-stories', 'fiction', '20th-century', 'historical-fiction'}"
the group,"{'contemporary', 'literary-fiction', 'history', 'feminism', 'classics', 'chick-lit', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'adult', 'unfinished', 'coming-of-age', 'american', 'historical'}"
the battle of bunkershill,"{'middle-grade', 'history', 'historical-fiction', '20th-century', 'childrens', 'non-fiction', 'historical'}"
the contrast,"{'romance', 'literary-fiction', 'drama', 'historical', 'classics', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'american', 'plays', 'college'}"
andr,"{'contemporary', 'middle-grade', 'classics', 'novels', 'realistic-fiction', 'fiction', 'short-stories', 'childrens', 'young-adult', 'school', 'read-for-school', 'humor'}"
the indian princess,"{'classics', 'read-for-school', 'plays', 'drama'}"
be it ever thus,"{'short-stories', 'science-fiction'}"
made in tanganyika,"{'short-stories', 'science-fiction', 'science', 'mystery'}"
descobrimento das filippinas,{'historical'}
the young ladys equestrian manual,"{'animals', 'fiction', 'reference'}"
girl scouts training school,{'short-stories'}
the monkey that would not kill,"{'classics', 'fiction', 'adventure', 'childrens'}"
high finance,"{'politics', 'business'}"
the book of khalid,"{'literary-fiction', 'biography', 'classics', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'theology', 'coming-of-age', 'american'}"
diary,"{'history', 'biography', 'historical-fiction', 'non-fiction', 'historical', 'high-school', 'novels', 'literature', 'fiction', '20th-century', 'childrens', 'school', 'adult', 'read-for-school', 'classics', 'war', 'young-adult', 'memoir', 'drama', 'coming-of-age'}"
the story of the great war,"{'historical-fiction', 'history', 'reference', 'school'}"
the issahar artifacts,"{'mystery', 'suspense', 'science-fiction', 'short-stories', 'fiction', '20th-century'}"
no hiding place,"{'short-stories', 'science-fiction'}"
the innocent adventuress,"{'romance', 'historical-fiction'}"
remarks concerning stones,"{'historical-fiction', 'history', 'non-fiction'}"
un philosophe sous les toits,"{'self-help', 'novels', 'philosophy', 'literature', 'fiction', '20th-century', 'essays'}"
